NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
KEGG_HISTIDINE_METABOLISM	29	25		
KEGG_TYROSINE_METABOLISM	42	31		
KEGG_PHENYLALANINE_METABOLISM	18	15		
KEGG_TRYPTOPHAN_METABOLISM	40	33		
KEGG_BETA_ALANINE_METABOLISM	22	21		
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	10		Rejected!	
KEGG_SELENOAMINO_ACID_METABOLISM	26	25		
KEGG_GLUTATHIONE_METABOLISM	50	43		
KEGG_STARCH_AND_SUCROSE_METABOLISM	52	26		
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	44	40		
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	22	21		
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	26	20		
KEGG_INOSITOL_PHOSPHATE_METABOLISM	54	52		
KEGG_PYRUVATE_METABOLISM	40	36		
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	16	15		
KEGG_PROPANOATE_METABOLISM	33	31		
KEGG_BUTANOATE_METABOLISM	34	30		
KEGG_ONE_CARBON_POOL_BY_FOLATE	17	16		
KEGG_FOLATE_BIOSYNTHESIS	11		Rejected!	
KEGG_RETINOL_METABOLISM	64	35		
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	41	23		
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	15	15		
KEGG_LIMONENE_AND_PINENE_DEGRADATION	10		Rejected!	
KEGG_NITROGEN_METABOLISM	23	17		
KEGG_SULFUR_METABOLISM	13		Rejected!	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	70	43		
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	72	44		
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	51	31		
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	22	20		
KEGG_ABC_TRANSPORTERS	44	36		
KEGG_RIBOSOME	88	86		
KEGG_RNA_DEGRADATION	59	56		
KEGG_RNA_POLYMERASE	29	28		
KEGG_DNA_REPLICATION	36	36		
KEGG_SPLICEOSOME	127	126		
KEGG_PROTEASOME	46	43		
KEGG_PROTEIN_EXPORT	24	23		
KEGG_PPAR_SIGNALING_PATHWAY	69	54		
KEGG_BASE_EXCISION_REPAIR	35	33		
KEGG_NUCLEOTIDE_EXCISION_REPAIR	44	44		
KEGG_MISMATCH_REPAIR	23	23		
KEGG_HOMOLOGOUS_RECOMBINATION	28	28		
KEGG_MAPK_SIGNALING_PATHWAY	267	228		
KEGG_ERBB_SIGNALING_PATHWAY	87	81		
KEGG_CALCIUM_SIGNALING_PATHWAY	178	130		
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	265	207		
KEGG_CHEMOKINE_SIGNALING_PATHWAY	189	170		
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	76	72		
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	272	137		
KEGG_CELL_CYCLE	125	123		
KEGG_OOCYTE_MEIOSIS	113	102		
KEGG_P53_SIGNALING_PATHWAY	68	67		
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	135	130		
KEGG_REGULATION_OF_AUTOPHAGY	35	21		
KEGG_ENDOCYTOSIS	181	174		
KEGG_PEROXISOME	78	75		
KEGG_MTOR_SIGNALING_PATHWAY	52	49		
KEGG_APOPTOSIS	87	83		
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	115	88		
KEGG_WNT_SIGNALING_PATHWAY	151	124		
KEGG_DORSO_VENTRAL_AXIS_FORMATION	24	23		
KEGG_NOTCH_SIGNALING_PATHWAY	47	44		
KEGG_HEDGEHOG_SIGNALING_PATHWAY	56	37		
KEGG_TGF_BETA_SIGNALING_PATHWAY	86	69		
KEGG_AXON_GUIDANCE	129	111		
KEGG_VEGF_SIGNALING_PATHWAY	76	67		
KEGG_FOCAL_ADHESION	199	172		
KEGG_ECM_RECEPTOR_INTERACTION	84	67		
KEGG_CELL_ADHESION_MOLECULES_CAMS	133	118		
KEGG_ADHERENS_JUNCTION	73	70		
KEGG_TIGHT_JUNCTION	132	110		
KEGG_GAP_JUNCTION	90	71		
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	69	51		
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	88	62		
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	102	87		
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	62	60		
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	71	53		
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	55	40		
KEGG_JAK_STAT_SIGNALING_PATHWAY	155	116		
KEGG_HEMATOPOIETIC_CELL_LINEAGE	87	73		
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	137	109		
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	108	103		
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	75	73		
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	79	68		
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	96	91		
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	116	99		
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	48	39		
KEGG_LONG_TERM_POTENTIATION	70	58		
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126	120		
KEGG_LONG_TERM_DEPRESSION	70	54		
KEGG_OLFACTORY_TRANSDUCTION	389	67		
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	213	184		
KEGG_INSULIN_SIGNALING_PATHWAY	137	122		
KEGG_GNRH_SIGNALING_PATHWAY	101	85		
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	85	79		
KEGG_MELANOGENESIS	101	82		
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	67	59		
KEGG_TYPE_II_DIABETES_MELLITUS	47	37		
KEGG_TYPE_I_DIABETES_MELLITUS	43	36		
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25		Rejected!	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	42	36		
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	44	41		
KEGG_ALZHEIMERS_DISEASE	166	153		
KEGG_PARKINSONS_DISEASE	130	117		
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	53	43		
KEGG_HUNTINGTONS_DISEASE	182	167		
KEGG_PRION_DISEASES	35	33		
KEGG_VIBRIO_CHOLERAE_INFECTION	54	51		
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	68	66		
KEGG_LEISHMANIA_INFECTION	72	67		
KEGG_PATHWAYS_IN_CANCER	325	292		
KEGG_COLORECTAL_CANCER	62	61		
KEGG_RENAL_CELL_CARCINOMA	70	68		
KEGG_PANCREATIC_CANCER	70	68		
KEGG_ENDOMETRIAL_CANCER	52	50		
KEGG_GLIOMA	65	60		
KEGG_PROSTATE_CANCER	89	85		
KEGG_THYROID_CANCER	29	28		
KEGG_BASAL_CELL_CARCINOMA	55	43		
KEGG_MELANOMA	71	60		
KEGG_BLADDER_CANCER	42	40		
KEGG_CHRONIC_MYELOID_LEUKEMIA	73	73		
KEGG_ACUTE_MYELOID_LEUKEMIA	57	57		
KEGG_SMALL_CELL_LUNG_CANCER	84	79		
KEGG_NON_SMALL_CELL_LUNG_CANCER	54	51		
KEGG_ASTHMA	30	20		
KEGG_AUTOIMMUNE_THYROID_DISEASE	52	32		
KEGG_ALLOGRAFT_REJECTION	37	31		
KEGG_GRAFT_VERSUS_HOST_DISEASE	41	33		
KEGG_VIRAL_MYOCARDITIS	70	59		
