"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MTHFD2",4.08708808602986e-296,0.360467295984683,0.479,0.261,8.19461161248987e-292
"UQCRB",2.83662800672234e-289,0.32044766504578,0.969,0.969,5.6874391534783e-285
"RBM3",1.20544021912159e-284,0.367566483411216,0.885,0.807,2.4169076393388e-280
"FABP3",7.89799073326589e-284,0.392475846173241,0.274,0.097,1.58354714201981e-279
"LITAF",3.45557403858936e-283,0.336773729356202,0.95,0.947,6.92842594737167e-279
"PHPT1",8.21937711308508e-278,0.502792795541699,0.841,0.728,1.64798511117356e-273
"PTMA",2.59879978499772e-273,0.24711208699193,0.988,0.997,5.21059356892042e-269
"ITGAM",3.10633081909525e-270,0.347246281933703,0.46,0.248,6.22819329228598e-266
"ATP6AP1",6.40924946495046e-262,0.311931358210882,0.93,0.914,1.28505451772257e-257
"BCAT1",3.21188723166095e-258,0.257240267835969,0.314,0.132,6.43983389948021e-254
"RPS26",1.10938991917515e-257,0.414163271140542,0.937,0.907,2.22432678794619e-253
"NEAT1",1.93918312272111e-254,0.505642758591812,0.981,0.986,3.88806216105583e-250
"IL17RA",1.81708241309078e-248,0.340868719734782,0.579,0.383,3.64325023824701e-244
"BIRC7",3.22371050850409e-245,0.241911835936742,0.259,0.097,6.46353956955069e-241
"SCPEP1",3.37134497225753e-241,0.36392417408265,0.905,0.874,6.75954666937635e-237
"FPR3",1.12315455232122e-239,0.327111689649169,0.427,0.233,2.25192487740405e-235
"UBE2J1",2.6822815946436e-239,0.317530998018473,0.594,0.403,5.37797459726041e-235
"PTPRE",6.21044642183689e-236,0.277163875749757,0.34,0.16,1.2451945075783e-231
"ATP6V1B2",1.72741733435502e-232,0.346091417619451,0.831,0.742,3.46347175538181e-228
"SDC2",1.59116647375141e-231,0.248105669083356,0.13,0.023,3.19028877987158e-227
"RAC2",3.46220021168652e-225,0.35190379686679,0.798,0.668,6.94171142443147e-221
"EIF1",5.78432750763246e-220,0.30974756793958,0.992,0.997,1.15975766528031e-215
"DCSTAMP",4.07414091683899e-216,0.310016393073692,0.446,0.263,8.16865253826218e-212
"C1orf162",1.81525414301299e-211,0.251163004074863,0.961,0.978,3.63958455674105e-207
"RPL34",8.52055839887181e-210,0.292178820776925,0.988,0.996,1.7083719589738e-205
"TGFBR1",1.23489398150102e-209,0.268382729232891,0.449,0.264,2.47596243290955e-205
"TXNRD1",1.24469847650522e-208,0.375428481357784,0.67,0.509,2.49562044539297e-204
"ATP5MPL",9.83823353311369e-206,0.292950368348675,0.891,0.836,1.97256582338929e-201
"SLC31A1",2.16065201352932e-204,0.342199515986951,0.755,0.628,4.3321072871263e-200
"S100A9",4.11180108533462e-202,0.325520498006668,0.97,0.989,8.24416117609592e-198
"UQCRH",1.14653775041925e-200,0.251619655565256,0.955,0.954,2.29880818959059e-196
"MDM2",1.5859091420996e-198,0.545706754239027,0.477,0.31,3.1797478299097e-194
"RPL7",4.64136880487332e-197,0.27218267642347,0.98,0.985,9.30594445377101e-193
"ABI3",5.28507490113052e-196,0.266235148368828,0.497,0.307,1.05965751767667e-191
"POMP",9.5969242477352e-196,0.27337763114714,0.938,0.936,1.92418331167091e-191
"LTA4H",1.60419726493166e-195,0.284947822530354,0.962,0.985,3.21641551618798e-191
"SLAMF8",1.27679502253847e-188,0.251733367770635,0.447,0.269,2.55997402018964e-184
"SPOCD1",1.37100731525729e-188,0.326477670793204,0.37,0.207,2.74886966709086e-184
"RPS3A",1.7601402270613e-184,0.223267642712969,0.991,0.998,3.52908115525791e-180
"MFSD12",1.0962408991325e-182,0.278044675163303,0.552,0.38,2.19796300276067e-178
"LY96",1.4434568813195e-182,0.307385506247529,0.816,0.719,2.89413104704559e-178
"EGR2",2.97130143158185e-182,0.27328061101973,0.384,0.218,5.95745937032161e-178
"YBX3",2.73723241935941e-180,0.314362426379382,0.844,0.774,5.48815100081562e-176
"CALM2",8.31137026617316e-180,0.239504680390066,0.964,0.973,1.66642973836772e-175
"CHST11",4.90388134371582e-179,0.220421821262696,0.379,0.214,9.83228209415022e-175
"GPX3",2.70335210867535e-178,0.232423663510667,0.27,0.127,5.42022097789408e-174
"ST13",4.07270644897461e-176,0.291176589481498,0.912,0.866,8.1657764301941e-172
"ASAH1",6.95841697646549e-175,0.231411113965969,0.973,0.984,1.39516260378133e-170
"FAM213A",8.54394531808549e-175,0.28624503737887,0.429,0.26,1.71306103627614e-170
"RPS27L",6.90576755501306e-174,0.327601397579303,0.952,0.938,1.38460639478012e-169
"RNF13",1.25274323847926e-171,0.284849585170938,0.892,0.843,2.51175019315091e-167
"NPC2",2.1038974241805e-171,0.273781824815235,0.964,0.977,4.21831433548191e-167
"IDH1",3.45542978119389e-168,0.305533142258818,0.641,0.492,6.92813671129375e-164
"PHLDA1",6.60849569947886e-167,0.221387636334716,0.217,0.092,1.32500338774551e-162
"AQP9",2.56447557619969e-166,0.257533116355776,0.441,0.271,5.14177353028038e-162
"CRTAM",2.55580663113635e-165,0.252582599506611,0.398,0.239,5.12439229542838e-161
"ELOB",1.31981249723462e-161,0.213816634239417,0.969,0.985,2.64622405695542e-157
"RPS13",2.04738280231577e-161,0.204697287245415,0.99,0.997,4.10500251864311e-157
"FAIM",1.79518467637235e-160,0.207011511694121,0.272,0.135,3.59934527612656e-156
"METTL9",1.53099878275836e-159,0.283506725141408,0.497,0.33,3.06965255943051e-155
"LGMN",1.0839940604973e-158,0.357111939330339,0.376,0.228,2.17340809129708e-154
"FCN1",2.26049191278815e-158,0.37130899880368,0.122,0.032,4.53228628514024e-154
"RHOA",1.00948416512658e-157,0.224405669435829,0.966,0.974,2.02401575107878e-153
"FNIP2",4.98226818607114e-157,0.238850391404995,0.325,0.177,9.98944771307264e-153
"RGS12",1.03034259664741e-156,0.308996141568818,0.637,0.486,2.06583690627807e-152
"RAP2B",2.89541723820298e-156,0.246873396939521,0.474,0.312,5.80531156259698e-152
"CKLF",1.29503903946891e-155,0.310902077391073,0.812,0.715,2.59655327413517e-151
"ABHD2",1.02653878062697e-153,0.300495115027059,0.751,0.616,2.05821025515707e-149
"ATP13A3",3.16811685706547e-153,0.244456473646085,0.411,0.255,6.35207429841627e-149
"G6PD",1.17603537323766e-151,0.301456053068334,0.697,0.578,2.35795092334151e-147
"GSR",4.39868173010534e-149,0.215440904081123,0.345,0.199,8.81935686886121e-145
"TOB1",4.41874136378737e-149,0.216188897486986,0.272,0.14,8.85957643439367e-145
"MAP4K4",6.6459805593917e-149,0.226691949352958,0.375,0.224,1.33251910215804e-144
"CAPG",1.76305936377328e-148,0.206042740484689,0.977,0.992,3.53493402436543e-144
"MUC20-OT1",3.45289992672901e-146,0.295170999324317,0.664,0.523,6.92306435309166e-142
"SLC25A5",7.10415727801662e-146,0.238137266947382,0.932,0.921,1.42438353424233e-141
"HM13",1.36907168953607e-145,0.268921585642791,0.567,0.418,2.74498873751983e-141
"COX7B",4.17859027721205e-145,0.247707227071083,0.9,0.866,8.37807350581016e-141
"CCR1",8.39329477256753e-145,0.228562821801401,0.475,0.313,1.68285560189979e-140
"ANXA11",4.66482531001851e-144,0.247807302649792,0.914,0.888,9.3529747465871e-140
"BCAP31",5.03064172485392e-144,0.231952715567728,0.944,0.939,1.00864366583321e-139
"SLC38A6",2.15919501735276e-143,0.215595051408785,0.454,0.299,4.32918600979229e-139
"M6PR",2.43655952243535e-142,0.257904399564748,0.876,0.838,4.88530184248287e-138
"RPS28",4.84611382048244e-142,0.277405287179711,0.989,0.996,9.71645821006729e-138
"PIM1",3.16537052237393e-141,0.246316051383526,0.416,0.264,6.34656789735973e-137
"CD84",8.27166753150492e-141,0.290403209719437,0.421,0.278,1.65846934006674e-136
"ZMAT3",1.99030522616813e-140,0.259173946062357,0.365,0.224,3.99056197846711e-136
"DAB2",7.00695534695386e-140,0.259617495481928,0.914,0.893,1.40489454706425e-135
"VDAC1",2.09596428358652e-139,0.254461563783813,0.874,0.823,4.20240838859098e-135
"GM2A",1.00180993689052e-138,0.308610936212977,0.772,0.673,2.00862892346549e-134
"RPS6KA1",3.24778386986584e-138,0.257240690936234,0.676,0.534,6.51180665908102e-134
"TPP1",7.0437208611181e-138,0.246588764778072,0.843,0.785,1.41226603265418e-133
"ALCAM",3.90296492795184e-135,0.273493827771454,0.628,0.49,7.82544468054344e-131
"NCEH1",3.71971940616947e-134,0.251241472076931,0.823,0.739,7.4580374093698e-130
"ATP6V1A",9.04587657234743e-134,0.267980301747272,0.66,0.531,1.81369825275566e-129
"ASAP1",1.62004353747351e-133,0.253012840618986,0.641,0.502,3.24818729263439e-129
"SET",5.16818784040916e-133,0.247189331859266,0.812,0.718,1.03622166200204e-128
"GK",1.19337474195618e-132,0.257593331057254,0.636,0.486,2.39271635762214e-128
"TPI1",6.79386589715807e-130,0.230462037771343,0.908,0.881,1.36217011238019e-125
"GRK6",1.53307298128575e-128,0.215741426582894,0.509,0.353,3.07381132747792e-124
"CALR",3.01654072051202e-128,0.277517148565969,0.913,0.9,6.04816414462659e-124
"NCOA4",1.19223751150437e-126,0.257418277062801,0.763,0.668,2.39043621056626e-122
"GHITM",5.52502591916776e-126,0.240679770472428,0.842,0.778,1.10776769679314e-121
"DBI",2.12768620761016e-125,0.266671166193727,0.937,0.951,4.26601084625838e-121
"ACTR3",7.51980949074176e-125,0.223842998763743,0.916,0.895,1.50772180289372e-120
"HNRNPA1",8.11570433379221e-124,0.251969795763093,0.877,0.833,1.62719871892534e-119
"SOAT1",4.06313466397096e-123,0.240561522304729,0.585,0.451,8.14658500126178e-119
"SMS",1.46747543170373e-121,0.231503602504049,0.677,0.55,2.94228824056597e-117
"TALDO1",4.28814301260368e-121,0.263128633515238,0.952,0.958,8.59772674027038e-117
"NAP1L1",2.39708393049657e-120,0.302245395949793,0.873,0.836,4.80615328064563e-116
"TRAPPC2L",9.16076183269555e-120,0.227404434016197,0.655,0.527,1.83673274745546e-115
"LASP1",2.76391169515786e-119,0.235393927107569,0.637,0.502,5.54164294879151e-115
"HSD17B12",1.42061231232336e-118,0.223893098355642,0.542,0.395,2.84832768620834e-114
"GDI2",2.26376654781281e-117,0.240293685887741,0.848,0.778,4.53885192836468e-113
"ATP5PB",2.90326783838275e-117,0.225393093011518,0.814,0.753,5.82105201595741e-113
"FUCA1",1.1060584710274e-114,0.402145843576972,0.773,0.713,2.21764723440994e-110
"KLF6",1.5739613529258e-113,0.335075155002287,0.809,0.74,3.15579251261623e-109
"HSP90B1",5.94093654283477e-113,0.255305179308809,0.923,0.929,1.19115777683837e-108
"BHLHE41",2.49495877111403e-112,0.245360531100782,0.735,0.62,5.00239233608363e-108
"COTL1",2.56152459557685e-111,0.22184140366177,0.946,0.958,5.13585681413158e-107
"ARL6IP1",9.14536139003088e-110,0.228050395337257,0.798,0.718,1.83364495870119e-105
"FKBP1A",1.9477255541439e-109,0.220630540691038,0.903,0.891,3.90518973605851e-105
"ACE",2.04116100630413e-108,0.211059575621328,0.496,0.356,4.09252781763977e-104
"NPM1",9.83314446053296e-108,0.242295979605433,0.957,0.958,1.97154546433686e-103
"RPN1",1.2229405715158e-107,0.218705654412867,0.672,0.553,2.45199584588918e-103
"CA2",1.48700013853692e-107,0.364305382174297,0.448,0.319,2.98143527776652e-103
"NFE2L2",1.54657433016825e-105,0.24159924668018,0.724,0.624,3.10088153198735e-101
"ATP6V0A1",7.71821063744598e-104,0.208032826478043,0.514,0.374,1.54750123280792e-99
"IDI1",2.51745936350711e-103,0.222194573248793,0.446,0.312,5.04750602383176e-99
"LGALS9",2.18007970441552e-102,0.214117547705503,0.868,0.814,4.37105980735312e-98
"ACAT2",7.15090387910828e-101,0.200589301070942,0.328,0.208,1.43375622776121e-96
"LPCAT2",1.87577860739612e-100,0.201504820363304,0.553,0.42,3.76093610782922e-96
"IQGAP2",1.27645002066776e-97,0.203483478626017,0.734,0.626,2.55928229143885e-93
"RPS9",1.31021821665526e-96,0.204273451541378,0.989,0.997,2.6269875243938e-92
"RAB32",4.0675329763866e-96,0.21731589642899,0.631,0.516,8.15540361765514e-92
"EEF2",2.01164728869597e-95,0.224433363120423,0.955,0.951,4.03335281383542e-91
"GALNT1",1.07868034774404e-94,0.205630070092492,0.578,0.455,2.16275409722681e-90
"GPR34",2.89173348018663e-94,0.201158940438166,0.34,0.224,5.7979256277742e-90
"CD44",5.79416364285712e-93,0.22182767575808,0.97,0.971,1.16172981039285e-88
"C6orf62",1.40734421148627e-92,0.2320100152149,0.729,0.642,2.82172514402996e-88
"ADTRP",4.71520478076201e-92,0.238075015534088,0.642,0.54,9.45398558542783e-88
"TCIRG1",6.87766373859762e-92,0.215106032864534,0.807,0.74,1.37897157958882e-87
"SGK3",2.29420537231282e-91,0.215494064953734,0.668,0.558,4.59988177148721e-87
"CORO1C",2.87166375985885e-91,0.210306692120897,0.849,0.801,5.757685838517e-87
"ZYX",7.18726183467586e-91,0.208382066629812,0.669,0.565,1.44104599785251e-86
"GNB4",5.66425408885383e-89,0.215658566129543,0.603,0.491,1.13568294481519e-84
"RAB1A",3.00087596478062e-88,0.20802949304981,0.737,0.65,6.01675630938514e-84
"PCBP1",1.30561901793534e-87,0.206637420115401,0.862,0.827,2.61776613096035e-83
"NORAD",1.62308683509908e-87,0.200089625418318,0.49,0.366,3.25428910437366e-83
"EIF3L",3.23819524210131e-87,0.206268251353656,0.849,0.796,6.49258146041313e-83
"ALDH1A1",3.52381315806937e-87,0.223242949298619,0.868,0.843,7.06524538192909e-83
"XIAP",2.74080160745977e-86,0.204367725126701,0.581,0.465,5.49530722295685e-82
"TMEM30A",4.80096677510019e-85,0.21417867718434,0.697,0.591,9.62593838407588e-81
"YWHAZ",7.65264420073002e-85,0.201518283043449,0.869,0.825,1.53435516224637e-80
"UBASH3B",4.88908246547932e-84,0.20234305288258,0.587,0.473,9.80261034328603e-80
"CLEC12A",1.67903977888057e-83,0.22880562294522,0.731,0.634,3.36647475665555e-79
"RRAGD",9.53836372452135e-81,0.201980185181399,0.681,0.586,1.91244192676653e-76
"MSMO1",1.64929342587856e-80,0.211311998481346,0.351,0.24,3.30683331888652e-76
"CPM",1.84301862326486e-80,0.221666891299794,0.7,0.604,3.69525233964605e-76
"EVI2B",7.34473967267707e-78,0.215385393188918,0.906,0.874,1.47262030437175e-73
"TXNL1",1.19632881454703e-77,0.2127500212943,0.777,0.703,2.39863927316679e-73
"FDX1",1.21751524579723e-77,0.258824335426191,0.758,0.686,2.44111806782344e-73
"TGM2",3.37317334340989e-75,0.23513514590939,0.705,0.589,6.76321255353684e-71
"ZFAND5",1.91376212531724e-74,0.207043764297357,0.771,0.708,3.83709306126107e-70
"IL3RA",7.61202730433047e-73,0.212591810023071,0.568,0.451,1.52621147451826e-68
"ACOT7",2.19968816077894e-72,0.227712662991023,0.622,0.537,4.41037476236177e-68
"MALAT1",1.13489204520947e-71,0.328459566454134,0.992,0.995,2.27545855064498e-67
"RPL26",2.52449308024175e-71,0.201641867429763,0.987,0.994,5.06160862588471e-67
"CELF1",1.56484704251298e-69,0.211191510354249,0.696,0.614,3.13751832023853e-65
"CES1",6.47427701068054e-69,0.344332938063375,0.927,0.953,1.29809254064145e-64
"HSPA5",9.95629583574757e-68,0.230354465054273,0.866,0.839,1.99623731506739e-63
"VMP1",2.75724389195926e-67,0.250444515654829,0.763,0.695,5.52827400337831e-63
"PSMA1",3.2889859668516e-65,0.202099787708662,0.8,0.746,6.59441686353746e-61
"CDC42EP3",7.95054902086226e-64,0.211512220933185,0.738,0.665,1.59408507868288e-59
"KYNU",1.02792367534136e-62,0.216755890249696,0.644,0.555,2.06098696905942e-58
"TPM4",2.3071291048087e-61,0.203455769486443,0.788,0.732,4.62579385514144e-57
"RGS10",7.15683969072825e-60,0.204562595783265,0.741,0.674,1.43494635799101e-55
"RPS19",1.36361935753626e-56,0.218670377823985,0.995,0.999,2.73405681186021e-52
"HCST",1.72247897501664e-55,0.220635112318872,0.83,0.781,3.45357034490837e-51
"SQSTM1",3.96268079779927e-51,0.315593492038315,0.884,0.863,7.94517499958754e-47
"GPNMB",8.78539405036621e-47,0.212737438707454,0.942,0.958,1.76147150709842e-42
"FOLR3",1.0051802447351e-45,0.87350450864635,0.474,0.48,2.01538639069388e-41
"CIR1",1.23697718237148e-44,0.335609602552358,0.621,0.547,2.48013925065482e-40
"ATF4",2.7792659206121e-25,0.202626291567165,0.645,0.588,5.57242817082725e-21
"HSPA1A",9.05669630612437e-10,0.2721521279225,0.773,0.8,1.81586760937794e-05
"TFRC",2.25846721029208e-09,0.226635386173339,0.817,0.814,4.52822675663561e-05
"FN1",2.65403389874808e-09,0.416677198019479,0.746,0.813,5.3213379669899e-05
