"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045785","GO:0045785","positive regulation of cell adhesion","37/526","428/18866",1.20919565638791e-09,5.10610347629259e-07,3.63568684437399e-07,"NINJ1/ADAM8/LGALS1/PLPP3/LILRB4/CD36/IL10/PLAUR/VEGFA/HLA-A/ICAM1/CCL2/FMN1/ADAM9/CALR/ITGA6/PTPRJ/LIMS1/PLEKHA2/CD4/TNFRSF14/LILRB1/HAVCR2/JAK1/DUSP10/IRAK1/ITGB2/ITGAV/CD83/P4HB/RIN2/PIK3R1/STX4/LILRB2/TGM2/MALT1/IL1B",37
"GO:0071216","GO:0071216","cellular response to biotic stimulus","27/526","246/18866",1.40398953510377e-09,5.43460949213085e-07,3.86959220990881e-07,"ABCA1/HAMP/TNFRSF1B/NR1H3/CD36/CCL3/IL10/ICAM1/CCL2/CD68/CD14/ADAM9/SCARB1/NFKBIA/LILRB1/HAVCR2/IRAK1/HSPA5/LITAF/CCR5/NFKB1/MIF/TLR2/LILRB2/MALT1/IL1B/ZFP36",27
"GO:0002237","GO:0002237","response to molecule of bacterial origin","33/526","356/18866",1.70578862853068e-09,6.02758951183604e-07,4.29181037815168e-07,"ABCA1/HAMP/ADM/TNFRSF1B/NR1H3/CD36/CCL3/IL10/ICAM1/CCL2/CD68/CD14/SPARC/ADAM9/SCARB1/NFKBIA/NFKB2/IFNAR1/P2RX7/LILRB1/HAVCR2/DUSP10/IRAK1/LITAF/CCR5/NFKB1/MIF/TLR2/LILRB2/C5AR1/MALT1/IL1B/ZFP36",33
"GO:0030595","GO:0030595","leukocyte chemotaxis","26/526","232/18866",1.81671158591399e-09,6.02758951183604e-07,4.29181037815168e-07,"LGMN/ADAM8/PLA2G7/CXCR4/CCL3/GPR183/IL10/CCL18/CMKLR1/MPP1/VEGFA/CCL2/CALR/IL6R/CSF3R/CCL4/ITGB2/LGALS3/C3AR1/ADGRE2/CCR5/SWAP70/MIF/C5AR1/IL1B/SLAMF8",26
"GO:1904018","GO:1904018","positive regulation of vasculature development","26/526","235/18866",2.39315000843013e-09,7.41078785943865e-07,5.27668584314911e-07,"SOD2/HIF1A/CXCR4/ADM/SPHK1/IL10/ECM1/CHI3L1/C3/VEGFA/IL6R/CTSH/HK2/PKM/NFE2L2/CFLAR/JAK1/ITGB2/C3AR1/HMOX1/RIN2/STAT3/BTG1/ITGAX/C5AR1/IL1B",26
"GO:0002683","GO:0002683","negative regulation of immune system process","38/526","463/18866",3.06353144598019e-09,8.89381472911123e-07,6.33264197583536e-07,"GPNMB/PLA2G2D/CD84/LILRB4/NR1H3/CCL3/ZFP36L1/MERTK/CD59/A2M/IL10/TMEM176B/CD300A/MAFB/TMEM176A/HLA-A/CCL2/CD68/CR1/NFKBIA/PTPRJ/GPR137B/TNFRSF14/NFE2L2/LILRB1/HAVCR2/DUSP10/LGALS3/PRNP/SAMSN1/HLA-DOA/HMOX1/SERPINB9/PIK3R1/MIF/LILRB2/SLAMF8/ZFP36",38
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","9/526","23/18866",5.48683012354109e-09,1.49919564257932e-06,1.06746874601648e-06,"ADAM8/APOE/TNFRSF1B/TIMP1/IL10/ADAM9/TIMP2/SNX9/IL1B",9
"GO:0019915","GO:0019915","lipid storage","15/526","81/18866",5.87407826377713e-09,1.51583852973582e-06,1.07931894180045e-06,"ABCA1/PLIN2/APOE/NR1H3/CD36/GM2A/C3/SOAT1/SCARB1/NFKBIA/ITGAV/EHD1/OSBPL8/NFKB1/IL1B",15
"GO:0042110","GO:0042110","T cell activation","38/526","483/18866",9.72876707413543e-09,2.37842752943995e-06,1.69350615772485e-06,"PSAP/CTSL/GPNMB/PLA2G2D/ADAM8/LGALS1/TNFRSF1B/LILRB4/LY9/ZFP36L1/GPR183/IL10/CD300A/MAFB/HLA-A/ICAM1/CCL2/CR1/SATB1/BCL3/RELB/P2RX7/CD4/TNFRSF14/LILRB1/HAVCR2/DUSP10/SEMA4A/LGALS3/CD83/PRNP/HLA-DOA/PIK3R1/STAT3/LILRB2/MALT1/IL1B/CLEC4E",38
"GO:0033619","GO:0033619","membrane protein proteolysis","13/526","61/18866",1.02525793288529e-08,2.38116154912608e-06,1.69545285532925e-06,"ADAM8/APOE/TNFRSF1B/TIMP1/IL10/ADAM9/HM13/CTSH/P2RX7/TIMP2/SNX9/NFKB1/IL1B",13
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","28/526","290/18866",1.23065833104095e-08,2.72209902270725e-06,1.93820976247151e-06,"SOD2/MMP9/HIF1A/FNIP2/GSDME/TNFRSF1B/NUPR1/BNIP3/PLAUR/BCL3/ENO1/ERO1A/NFE2L2/PTPN1/BCL2L1/PPIF/ZNF385A/P4HB/HSPA1A/HMOX1/ITPR1/DDX3X/IVNS1ABP/PIK3R1/MIF/CDKN1A/PPP1R15A/BCL2A1",28
"GO:1905952","GO:1905952","regulation of lipid localization","21/526","171/18866",1.32563449226166e-08,2.79889646207065e-06,1.99289166252926e-06,"SPP1/ABCA1/PLTP/PLIN2/APOE/NR1H3/CD36/APOC1/C3/EEPD1/SCARB1/DBI/NFKBIA/P2RX7/P2RX4/ITGAV/EHD1/OSBPL8/NFKB1/MIF/IL1B",21
"GO:0030098","GO:0030098","lymphocyte differentiation","32/526","368/18866",1.42450489626863e-08,2.85342013112943e-06,2.03171402232365e-06,"PSAP/CTSL/PLA2G2D/ADAM8/LGALS1/LILRB4/LY9/ZFP36L1/GPR183/MERTK/IL10/MAFB/MMP14/CR1/SATB1/BCL3/RELB/PTPRJ/NOTCH2/CD4/DUSP10/SEMA4A/CD83/POU2F2/HLA-DOA/PIK3R1/STAT3/LILRB2/MALT1/IL1B/CLEC4E/SLAMF8",32
"GO:0060326","GO:0060326","cell chemotaxis","29/526","311/18866",1.47431825935643e-08,2.85342013112943e-06,2.03171402232365e-06,"LGMN/ADAM8/PLA2G7/CXCR4/CCL3/GPR183/IL10/CCL18/CMKLR1/MPP1/VEGFA/CCL2/CALR/DOCK4/IL6R/CCRL2/P2RX4/CSF3R/CCL4/ITGB2/LGALS3/C3AR1/ADGRE2/CCR5/SWAP70/MIF/C5AR1/IL1B/SLAMF8",29
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","19/526","142/18866",1.59217444387023e-08,2.95826011671088e-06,2.10636299058537e-06,"LGMN/ADAM8/PLA2G7/CCL3/CMKLR1/VEGFA/ICAM1/MMP14/IL1R1/CALR/IL6R/TNFRSF14/P2RX4/CD99/CCL4/LGALS3/C3AR1/SWAP70/C5AR1",19
"GO:0046348","GO:0046348","amino sugar catabolic process","7/526","13/18866",1.8675515100224e-08,3.28609759339622e-06,2.33979233776011e-06,"CHIT1/NPL/CHI3L1/MGAT1/NAGK/AMDHD2/GNPDA1",7
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","34/526","413/18866",1.96637489914458e-08,3.28609759339622e-06,2.33979233776011e-06,"SOD2/MMP9/HIF1A/GSDME/NUPR1/BNIP3/G0S2/PLAUR/ICAM1/ATF3/ITGA6/ENO1/CTSH/NFE2L2/CFLAR/PTPN1/BCL2L1/PPIF/LGALS3/FEM1B/ITGAV/ZNF385A/P4HB/SLC35F6/HSPA1A/PEA15/HMOX1/PDIA3/DDX3X/IVNS1ABP/STX4/MIF/IL1B/HSPA1B",34
"GO:0006869","GO:0006869","lipid transport","33/526","393/18866",1.98085538460913e-08,3.28609759339622e-06,2.33979233776011e-06,"SPP1/ABCA1/PLTP/PSAP/PLA2G2D/PLIN2/APOE/NPC2/SLC2A1/NR1H3/CD36/FABP5/APOC1/UGCG/GM2A/NPC1/EEPD1/SOAT1/SCARB1/DBI/NFKBIA/P2RX7/P2RX4/ACSL1/ITGAV/PITPNA/PRKAG2/ACSL3/CLN8/OSBPL8/NFKB1/MIF/IL1B",33
"GO:0007568","GO:0007568","aging","29/526","319/18866",2.59125131100253e-08,4.15046977227819e-06,2.95524922655896e-06,"SOD2/HAMP/ADM/TNFRSF1B/TIMP1/IL10/ICAM1/NUP62/CD68/CALR/ERO1A/LIMS1/NFKB2/TPRA1/NAMPT/NFE2L2/IRAK1/ITGB2/CISD2/LITAF/TIMP2/PRNP/ATP2B1/MIF/CDKN1A/KYNU/STAT3/HMGA1/BCL2A1",29
"GO:0010876","GO:0010876","lipid localization","35/526","440/18866",2.88049475199266e-08,4.36852596213938e-06,3.11051126237424e-06,"SPP1/ABCA1/PLTP/PSAP/PLA2G2D/PLIN2/APOE/NPC2/SLC2A1/NR1H3/CD36/FABP5/APOC1/UGCG/GM2A/C3/NPC1/EEPD1/SOAT1/SCARB1/DBI/NFKBIA/P2RX7/P2RX4/ACSL1/ITGAV/PITPNA/PRKAG2/ACSL3/CLN8/EHD1/OSBPL8/NFKB1/MIF/IL1B",35
"GO:0051701","GO:0051701","interaction with host","23/526","212/18866",2.91548557214899e-08,4.36852596213938e-06,3.11051126237424e-06,"CTSB/CTSL/CXCR4/LGALS1/LAMP1/NPC1/ICAM1/TNIP1/CR1/GAPDH/SCARB1/CD4/TNFRSF14/BCL2L1/ITGB5/NECTIN2/ITGAV/P4HB/HSPA1A/DDB1/SERPINB9/CCR5/HSPA1B",23
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","16/526","105/18866",3.37623383665127e-08,4.9008144285141e-06,3.4895153666968e-06,"ABCA1/PLTP/PLA2G7/APOE/NPC2/CD36/APOC1/NPC1/SOAT1/SCARB1/MYLIP/LIPA/P4HB/ACSL3/HMOX1/EHD1",16
"GO:0046718","GO:0046718","viral entry into host cell","18/526","134/18866",3.57337419938415e-08,5.02979489579982e-06,3.58135302534769e-06,"CTSB/CTSL/CXCR4/LGALS1/LAMP1/NPC1/ICAM1/CR1/SCARB1/CD4/TNFRSF14/ITGB5/NECTIN2/ITGAV/P4HB/HSPA1A/CCR5/HSPA1B",18
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","24/526","233/18866",3.99270464258132e-08,5.45473913670301e-06,3.88392507337167e-06,"SOD2/MMP9/HIF1A/PLAUR/ICAM1/ITGA6/ENO1/NFE2L2/CFLAR/PTPN1/BCL2L1/PPIF/LGALS3/ITGAV/ZNF385A/SLC35F6/HSPA1A/PEA15/HMOX1/DDX3X/IVNS1ABP/MIF/IL1B/HSPA1B",24
"GO:0002697","GO:0002697","regulation of immune effector process","36/526","470/18866",4.76035848629501e-08,6.31767576252581e-06,4.49835980870344e-06,"CD84/TNFRSF1B/CD36/C1S/LAMP1/CD59/A2M/IL10/CD300A/C3/HLA-A/ICAM1/IL1R1/CR1/C2/PTPRJ/P2RX7/TNFRSF14/LILRB1/HAVCR2/DUSP10/RAPGEF1/ITGB2/LGALS3/C3AR1/NECTIN2/ADGRE2/HMOX1/SERPINB9/STAT1/STX4/MIF/C5AR1/MALT1/IL1B/SLAMF8",36
"GO:0070482","GO:0070482","response to oxygen levels","32/526","396/18866",7.96593656123111e-08,1.0278270924144e-05,7.31841306297899e-06,"HIF1A/ADAM8/CXCR4/ADM/SLC2A1/AK4/ZFP36L1/BNIP3/UCP2/VEGFA/NDRG1/ICAM1/SLC29A1/MMP14/ENO1/ERO1A/HK2/NAMPT/PKM/NFE2L2/CFLAR/IRAK1/P4HB/ATP6V1A/KCNMA1/HMOX1/ITPR1/BNIP3L/CDKN1A/TLR2/ATP6V1G1/PLAU",32
"GO:0045766","GO:0045766","positive regulation of angiogenesis","22/526","208/18866",9.18961928867807e-08,1.15366977286242e-05,8.2144477396946e-06,"HIF1A/CXCR4/ADM/SPHK1/IL10/ECM1/CHI3L1/C3/VEGFA/CTSH/HK2/PKM/NFE2L2/JAK1/ITGB2/C3AR1/HMOX1/STAT3/BTG1/ITGAX/C5AR1/IL1B",22
"GO:0032868","GO:0032868","response to insulin","26/526","283/18866",1.11298963159822e-07,1.36048337862466e-05,9.68701779080776e-06,"ADM/SLC2A1/ZFP36L1/IL10/ATP6V0D2/ICAM1/MYO5A/CYFIP1/ATP6V1C1/PKM/ATP6V1B2/CFLAR/RHOQ/PTPN1/SOCS3/RAB8B/ATP6V1A/ATP2B1/PTPRE/ATP6V0A1/STAT1/OSBPL8/PIK3R1/TLR2/ATP6V1G1/IL1B",26
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","23/526","230/18866",1.31811198714461e-07,1.56990517443249e-05,1.11781588761359e-05,"TNFRSF1B/G0S2/ICAM1/ATF3/ITGA6/IL6R/P2RX7/CFLAR/BCL2L1/LGALS3/FEM1B/ITGAV/HSPA1A/PEA15/HMOX1/PDIA3/DDX3X/BLOC1S2/PIK3R1/STX4/IL1B/BCL2A1/HSPA1B",23
"GO:0044409","GO:0044409","entry into host","18/526","147/18866",1.51145437735088e-07,1.73364070968912e-05,1.23440011553866e-05,"CTSB/CTSL/CXCR4/LGALS1/LAMP1/NPC1/ICAM1/CR1/SCARB1/CD4/TNFRSF14/ITGB5/NECTIN2/ITGAV/P4HB/HSPA1A/CCR5/HSPA1B",18
"GO:0010883","GO:0010883","regulation of lipid storage","11/526","52/18866",1.53023184278264e-07,1.73364070968912e-05,1.23440011553866e-05,"ABCA1/PLIN2/NR1H3/CD36/C3/SCARB1/NFKBIA/ITGAV/EHD1/OSBPL8/NFKB1",11
"GO:0010506","GO:0010506","regulation of autophagy","29/526","347/18866",1.60367346087017e-07,1.77358648231951e-05,1.26284261003862e-05,"PSAP/HIF1A/TPCN1/IL10/NUPR1/BNIP3/ATP6V0D2/NPC1/DRAM1/GAPDH/OPTN/CTSA/TFEB/HK2/ATP6V1C1/GPR137B/NAMPT/ATP6V1B2/CISD2/ABL2/ATP6V1A/PRKAG2/HMOX1/ITPR1/BNIP3L/ATP6V0A1/EIF4G2/STAT3/ATP6V1G1",29
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","10/526","42/18866",1.71909122511385e-07,1.85701831177997e-05,1.3222483792675e-05,"ADAM8/APOE/TNFRSF1B/TIMP1/IL10/ADAM9/P2RX7/TIMP2/SNX9/IL1B",10
"GO:1901222","GO:1901222","regulation of NIK/NF-kappaB signaling","16/526","119/18866",2.0257391652783e-07,2.12510944019503e-05,1.51313667465702e-05,"SPHK1/CHI3L1/CD14/BCL3/CALR/NFKBIA/LIMS1/RASSF2/HAVCR2/PRDX1/IRAK1/LITAF/DDX3X/TLR2/MALT1/IL1B",16
"GO:0097530","GO:0097530","granulocyte migration","18/526","150/18866",2.05877125530197e-07,2.12510944019503e-05,1.51313667465702e-05,"ADAM8/CCL3/CCL18/CMKLR1/MPP1/CD300A/CCL2/IL1R1/CD99/CSF3R/CCL4/ITGB2/LGALS3/C3AR1/ADGRE2/C5AR1/IL1B/SLAMF8",18
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","20/526","184/18866",2.26179285179763e-07,2.28391908621739e-05,1.62621353326045e-05,"SPHK1/CHI3L1/CD14/BCL3/CALR/RELB/NFKBIA/LIMS1/NFKB2/RASSF2/HAVCR2/PRDX1/IRAK1/LITAF/DICER1/DDX3X/TLR2/MALT1/IL1B/REL",20
"GO:0052126","GO:0052126","movement in host environment","19/526","169/18866",2.67221993550741e-07,2.64094927668765e-05,1.88042889974564e-05,"CTSB/CTSL/CXCR4/LGALS1/LAMP1/NPC1/ICAM1/CR1/SCARB1/CD4/TNFRSF14/ITGB5/NECTIN2/ITGAV/P4HB/HSPA1A/DDB1/CCR5/HSPA1B",19
"GO:1901653","GO:1901653","cellular response to peptide","31/526","398/18866",2.87564479500281e-07,2.78278543183084e-05,1.9814201635743e-05,"LGMN/CD36/ZFP36L1/ATP6V0D2/PXN/ICAM1/MYO5A/AKR1B1/CYFIP1/ATP6V1C1/NAMPT/PKM/NFE2L2/ATP6V1B2/CFLAR/RHOQ/PTPN1/SOCS3/RAB8B/PRNP/ATP6V1A/ATP2B1/PTPRE/ATP6V0A1/STAT1/OSBPL8/PIK3R1/NFKB1/STAT3/ATP6V1G1/IL1B",31
"GO:0032370","GO:0032370","positive regulation of lipid transport","12/526","70/18866",4.75690054870456e-07,4.49465724690523e-05,3.20032022429918e-05,"SPP1/ABCA1/PLTP/APOE/NR1H3/EEPD1/DBI/NFKBIA/P2RX7/P2RX4/MIF/IL1B",12
"GO:0050764","GO:0050764","regulation of phagocytosis","14/526","97/18866",4.83816711184632e-07,4.49465724690523e-05,3.20032022429918e-05,"CD36/SPHK1/MERTK/CD300A/C3/CCL2/CALR/SCARB1/C2/PTPRJ/RAPGEF1/ITGAV/TLR2/IL1B",14
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","21/526","211/18866",5.00764014948654e-07,4.56088009693431e-05,3.24747272439354e-05,"CD84/TNFRSF1B/LAMP1/IL10/CD300A/C3/HLA-A/ICAM1/IL1R1/CR1/P2RX7/LILRB1/HAVCR2/ITGB2/NECTIN2/ADGRE2/HMOX1/SERPINB9/STX4/MALT1/IL1B",21
"GO:0030099","GO:0030099","myeloid cell differentiation","32/526","431/18866",5.37720469958559e-07,4.80329150568751e-05,3.42007634941253e-05,"MMP9/HIF1A/LILRB4/SCIN/FAM20C/CCL3/ZFP36L1/GPR183/MAFB/VEGFA/CD109/RELB/NFKBIA/PITHD1/NOTCH2/CD4/RASSF2/GPR137B/LILRB1/PABPC4/CSF3R/LGALS3/MFHAS1/ZNF385A/HSPA1A/MITF/STAT1/PIK3R1/TLR2/STAT3/ZFP36/HSPA1B",32
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","14/526","98/18866",5.50243215728362e-07,4.8224145982231e-05,3.43369251999705e-05,"SOD2/MMP9/HIF1A/PLAUR/ENO1/NFE2L2/PTPN1/BCL2L1/PPIF/ZNF385A/HSPA1A/DDX3X/IVNS1ABP/MIF",14
"GO:1903706","GO:1903706","regulation of hemopoiesis","35/526","498/18866",5.75968676749274e-07,4.95439722870441e-05,3.52766780184448e-05,"HIF1A/ADAM8/LILRB4/SCIN/CCL3/ZFP36L1/TMEM176B/MAFB/TMEM176A/MMP14/CR1/NFKBIA/PITHD1/NOTCH2/CD4/RASSF2/GPR137B/NFE2L2/LILRB1/DUSP10/CSF3R/LGALS3/CD83/HSPA1A/HLA-DOA/MITF/STAT1/PIK3R1/STAT3/LILRB2/MALT1/IL1B/SLAMF8/ZFP36/HSPA1B",35
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","11/526","59/18866",5.94384328801364e-07,5.01984583142243e-05,3.57426901644763e-05,"CD36/CCL3/CCL2/CD14/SCARB1/NFKBIA/IRAK1/MIF/TLR2/MALT1/IL1B",11
"GO:0002576","GO:0002576","platelet degranulation","16/526","129/18866",6.20883091088151e-07,5.15000349661511e-05,3.66694487255445e-05,"SELENOP/PSAP/CD63/CD36/TIMP1/LHFPL2/A2M/ECM1/PLEK/APLP2/VEGFA/CD109/CFD/SPARC/SRGN/TLN1",16
"GO:0036293","GO:0036293","response to decreased oxygen levels","29/526","371/18866",6.48411592641306e-07,5.18020128740497e-05,3.68844653447996e-05,"HIF1A/ADAM8/CXCR4/ADM/SLC2A1/AK4/ZFP36L1/BNIP3/UCP2/VEGFA/NDRG1/ICAM1/SLC29A1/MMP14/ENO1/ERO1A/HK2/NAMPT/PKM/NFE2L2/CFLAR/IRAK1/P4HB/KCNMA1/HMOX1/ITPR1/BNIP3L/TLR2/PLAU",29
"GO:0090382","GO:0090382","phagosome maturation","10/526","48/18866",6.57573829990195e-07,5.18020128740497e-05,3.68844653447996e-05,"MREG/ATP6V0D2/RAB20/P2RX7/ATP6V1C1/ATP6V1B2/ATP6V1A/ATP6V0A1/ATP6V1G1/SLAMF8",10
"GO:0090383","GO:0090383","phagosome acidification","8/526","28/18866",6.57980357280718e-07,5.18020128740497e-05,3.68844653447996e-05,"ATP6V0D2/RAB20/ATP6V1C1/ATP6V1B2/ATP6V1A/ATP6V0A1/ATP6V1G1/SLAMF8",8
"GO:0030217","GO:0030217","T cell differentiation","23/526","253/18866",7.24303631337208e-07,5.60731727926889e-05,3.99256492923072e-05,"PSAP/CTSL/PLA2G2D/ADAM8/LILRB4/LY9/ZFP36L1/GPR183/MAFB/CR1/SATB1/BCL3/RELB/CD4/DUSP10/SEMA4A/CD83/HLA-DOA/STAT3/LILRB2/MALT1/IL1B/CLEC4E",23
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","32/526","439/18866",8.04634060622071e-07,6.12709051080249e-05,4.36265784033572e-05,"GPNMB/PLA2G2D/ADAM8/LGALS1/PLPP3/LILRB4/IL10/CD300A/PLAUR/VEGFA/HLA-A/ICAM1/CCL2/ITGA6/CD4/TNFRSF14/LILRB1/HAVCR2/JAK1/DUSP10/IRAK1/ITGB2/LGALS3/RDX/CD83/PRNP/IL1RN/SWAP70/PIK3R1/LILRB2/MALT1/IL1B",32
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","20/526","201/18866",9.38154031789886e-07,7.02858948010326e-05,5.00455003036302e-05,"CTSB/LGMN/CTSL/NR1H3/CD36/CD300A/CD14/TNIP1/NFKBIA/CTSK/HAVCR2/IRAK1/ITGB2/MFHAS1/PIK3AP1/HSPA1A/DDX3X/TLR2/CLEC4E/HSPA1B",20
"GO:1901342","GO:1901342","regulation of vasculature development","32/526","444/18866",1.0291175419511e-06,7.58769997200452e-05,5.40265215841328e-05,"SOD2/GPNMB/HIF1A/CXCR4/ADM/SPHK1/STAB1/IL10/ECM1/CHI3L1/C3/VEGFA/SPARC/IL6R/CTSH/PLXND1/HK2/PKM/NFE2L2/CFLAR/JAK1/SEMA4A/ITGB2/C3AR1/HMOX1/RIN2/STAT1/STAT3/BTG1/ITGAX/C5AR1/IL1B",32
"GO:0001666","GO:0001666","response to hypoxia","28/526","359/18866",1.05718712091957e-06,7.67286590104904e-05,5.46329265448894e-05,"HIF1A/ADAM8/CXCR4/ADM/SLC2A1/AK4/ZFP36L1/BNIP3/UCP2/VEGFA/NDRG1/ICAM1/SLC29A1/MMP14/ENO1/ERO1A/HK2/PKM/NFE2L2/CFLAR/IRAK1/P4HB/KCNMA1/HMOX1/ITPR1/BNIP3L/TLR2/PLAU",28
