"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FAM213A",2.73498622002917e-300,0.332214368308957,0.429,0.226,5.48364737115848e-296
"PABPC1",1.33994684776015e-291,0.295240063661123,0.98,0.974,2.6865934297591e-287
"RAC2",1.73111325252305e-286,0.355101816118503,0.798,0.623,3.47088207130872e-282
"SPOCD1",2.59753551343974e-282,0.346730545700968,0.37,0.185,5.20805870444668e-278
"ALDH1A1",3.68349567446258e-269,0.355367516779677,0.868,0.732,7.38540882729748e-265
"ASAH1",5.98100298091578e-266,0.276400198238533,0.973,0.954,1.19919109767361e-261
"ADTRP",8.55780591177338e-266,0.349117148286841,0.642,0.448,1.71584008531056e-261
"CYP1B1",7.88678964355591e-265,0.444203013848024,0.219,0.075,1.58130132353296e-260
"PHPT1",3.05660403282347e-252,0.432337150221503,0.841,0.713,6.12849108581105e-248
"ST13",1.4806941436693e-251,0.321912940637096,0.912,0.822,2.96879175805695e-247
"G6PD",1.89727058235643e-250,0.337035946087534,0.697,0.523,3.80402751762465e-246
"TGM2",5.67569132299348e-250,0.393330914657922,0.705,0.5,1.13797611026019e-245
"RPS8",6.21561763823485e-249,0.275443836529942,0.989,0.993,1.24623133646609e-244
"ELOB",1.8580331029457e-247,0.255038584801611,0.969,0.961,3.72535637140613e-243
"CRTAM",6.55233545598034e-242,0.258407051872597,0.398,0.217,1.31374325892406e-237
"ATP6V1F",6.93343895602644e-239,0.253949125788696,0.97,0.958,1.3901545106833e-234
"MDM2",2.35556898254369e-238,0.518234163221349,0.477,0.299,4.7229158100001e-234
"C1orf162",4.75696137118927e-233,0.246125544034594,0.961,0.952,9.53770754923449e-229
"SQOR",1.23467103467933e-228,0.308653301376454,0.828,0.694,2.47551542453206e-224
"GALNT12",4.18495924895704e-227,0.246049408009822,0.442,0.263,8.39084329415887e-223
"BCAP31",4.11924217320574e-223,0.272042930454314,0.944,0.899,8.2590805572775e-219
"CA2",1.32372646973369e-222,0.430957574150411,0.448,0.273,2.65407157181605e-218
"RPS27L",4.38724115987687e-222,0.335728014242482,0.952,0.906,8.79641852555313e-218
"RPS13",1.68190121721261e-221,0.223684605122619,0.99,0.994,3.37221194051129e-217
"MAFF",7.53963958406158e-219,0.218857422430436,0.372,0.199,1.51169773660435e-214
"KIAA0930",1.01555583693274e-218,0.272011847966325,0.657,0.477,2.03618945305014e-214
"ALOX5AP",2.63595105695807e-213,0.270524730181127,0.969,0.957,5.28508186920093e-209
"TXNRD1",1.4894801498849e-209,0.32016636878523,0.67,0.495,2.98640770051922e-205
"RGS12",2.14880414940174e-209,0.302534493264442,0.637,0.454,4.30835231955049e-205
"SLC31A1",1.84760912417612e-208,0.299842256507441,0.755,0.605,3.70445629397313e-204
"EGR2",3.00067577594023e-205,0.22889547389199,0.384,0.214,6.01635493076015e-201
"UQCRH",7.78926312369407e-203,0.23401204444806,0.955,0.927,1.56174725630066e-198
"RPS26",3.56937919974125e-201,0.327675334998783,0.937,0.897,7.1566052954812e-197
"RBM3",2.15871051176695e-199,0.258822389560578,0.885,0.799,4.32821457609273e-195
"BHLHE41",2.55615372467649e-198,0.287946365807854,0.735,0.566,5.12508821797637e-194
"UBE2J1",1.84150809790089e-197,0.23081989228708,0.594,0.412,3.69222373629128e-193
"UBASH3B",2.54866573138289e-197,0.264402914643445,0.587,0.408,5.11007479142269e-193
"RPL34",1.11847509493226e-196,0.248706263567911,0.988,0.991,2.24254256533919e-192
"EIF1",1.39362759223073e-188,0.25579282200616,0.992,0.995,2.79422332242261e-184
"FUCA1",8.68485274074995e-186,0.394590959116484,0.773,0.653,1.74131297452037e-181
"CXCL16",3.4946273720314e-184,0.238815999397643,0.949,0.908,7.00672788092296e-180
"LY96",1.7103419479864e-183,0.267634406604054,0.816,0.694,3.42923560571274e-179
"TMEM91",3.16349348865833e-182,0.276896902901388,0.492,0.325,6.34280444475996e-178
"ZMAT3",3.15569974720273e-180,0.248375859712692,0.365,0.213,6.32717799314148e-176
"ABHD2",1.90135356155453e-179,0.279875827974979,0.751,0.59,3.81221389091683e-175
"ATP5MPL",2.77355881996256e-178,0.239602743079891,0.891,0.809,5.56098543402493e-174
"TALDO1",3.71829620217875e-177,0.28907993880766,0.952,0.923,7.45518388536839e-173
"IDH1",9.07877492060041e-175,0.261148394139827,0.641,0.478,1.82029437158038e-170
"CDC42EP3",1.10872053664995e-173,0.289255707734965,0.738,0.585,2.22298467598314e-169
"ANXA11",2.06206312989158e-173,0.242652195764729,0.914,0.852,4.13443657543262e-169
"HBEGF",3.59871850239752e-173,0.236192736305602,0.532,0.352,7.21543059730702e-169
"MSR1",2.48864771949385e-170,0.280198139017959,0.943,0.874,4.98973867758517e-166
"ATP6V1B2",1.62182907153401e-169,0.238800238515588,0.831,0.73,3.25176728842569e-165
"IL17RA",2.95911569169659e-168,0.20652025943967,0.579,0.405,5.93302696185166e-164
"ACOT7",2.42705871856272e-164,0.283505780244664,0.622,0.472,4.86625273071826e-160
"CKLF",5.0511365007953e-163,0.244905354393818,0.812,0.679,1.01275286840946e-158
"RNF13",2.90325744832878e-156,0.235407346245371,0.892,0.819,5.8210311838992e-152
"CYP27A1",1.0407783083751e-155,0.237084083648271,0.964,0.893,2.08676050829207e-151
"NCEH1",1.37147137114988e-153,0.230431631798748,0.823,0.702,2.74980009915551e-149
"ACTB",8.20406936526995e-151,0.217352882830185,0.994,0.999,1.64491590773662e-146
"CLEC12A",2.35173937992532e-149,0.248356984207341,0.731,0.575,4.71523745675026e-145
"MUC20-OT1",7.6241430362412e-149,0.249477409276934,0.664,0.508,1.52864067876636e-144
"POMP",6.95190626079898e-147,0.209400327161176,0.938,0.917,1.39385720529019e-142
"SARAF",1.97291184783508e-145,0.20750539293613,0.963,0.939,3.95568825490933e-141
"GPR34",2.60426242296558e-144,0.200575043395337,0.34,0.204,5.22154615804598e-140
"FDX1",3.08371152042234e-142,0.289383223753077,0.758,0.63,6.18284159844679e-138
"RPS6KA1",7.33561614838015e-140,0.206270599439657,0.676,0.517,1.47079103775022e-135
"GM2A",1.93764348468433e-138,0.246258303163488,0.772,0.642,3.88497518679209e-134
"YBX3",2.87106236178566e-136,0.228161421240943,0.844,0.756,5.75648003538025e-132
"MT-ND2",6.36216396537693e-135,0.220344616832304,0.99,0.994,1.27561387505807e-130
"MSMO1",5.67307323696445e-132,0.226600442282125,0.351,0.218,1.13745118401137e-127
"EVI2B",6.18548147416559e-132,0.245287384314133,0.906,0.827,1.2401890355702e-127
"TMEM30A",6.0324556103984e-129,0.22200026387136,0.697,0.551,1.20950734988488e-124
"GHITM",7.8457840524991e-127,0.208898063851912,0.842,0.748,1.57307970252607e-122
"ATP1B1",4.7255495843188e-126,0.229138076502586,0.871,0.748,9.47472691655919e-122
"LGALS9",6.41080981932743e-126,0.207606310826111,0.868,0.776,1.28536736877515e-121
"RRAGD",4.75546277957587e-124,0.210752662720632,0.681,0.545,9.53470287304962e-120
"NCOA4",2.47716431361807e-123,0.215062803850583,0.763,0.644,4.96671444880423e-119
"NEAT1",1.58375303666176e-118,0.248746038362921,0.981,0.98,3.17542483850683e-114
"RPS28",1.21604058330448e-115,0.227309336728127,0.989,0.993,2.43816136952548e-111
"VEGFB",2.89155612061697e-113,0.20678410063478,0.839,0.742,5.79757002183703e-109
"HPGD",5.8466767464594e-113,0.253472302614101,0.647,0.509,1.17225868766511e-108
"SORT1",9.235154877665e-112,0.202701560261736,0.768,0.646,1.85164855297183e-107
"GLRX",1.5309792655466e-109,0.202959014349919,0.96,0.938,3.06961342742092e-105
"CHCHD10",2.15703143623813e-106,0.207343719094949,0.91,0.842,4.32484802965746e-102
"DNAJC5B",4.19779678486671e-102,0.20860817702996,0.318,0.208,8.41658255365776e-98
"NPM1",1.20497629010376e-100,0.207756486476767,0.957,0.935,2.41597746165803e-96
"FOLR3",9.53218996169817e-96,0.827849657833695,0.474,0.42,1.91120408732048e-91
"RPS19",9.90149175291584e-90,0.240895351710357,0.995,0.998,1.98524909645963e-85
"DDHD1",5.89862584689806e-86,0.20436737514271,0.662,0.538,1.18267448230306e-81
"NAP1L1",4.7953172310185e-83,0.211814493842067,0.873,0.813,9.61461104819209e-79
"HCST",7.85369107593802e-82,0.215733809780851,0.83,0.743,1.57466506072557e-77
"MGST1",4.9950656885864e-76,0.267611626797364,0.771,0.68,1.00151067056157e-71
"TFRC",1.6751727452612e-75,0.334558114659927,0.817,0.731,3.3587213542487e-71
"CIR1",6.9112170847853e-67,0.318746062661526,0.621,0.513,1.38569902549945e-62
"SQSTM1",6.11365906992155e-46,0.228808414538451,0.884,0.828,1.22578864351927e-41
"FN1",3.1861892187267e-10,0.216845481494933,0.746,0.77,6.38830938354704e-06
