"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006612","GO:0006612","protein targeting to membrane","86/926","210/18866",5.68622157419237e-57,2.68286272455076e-54,2.26687072517564e-54,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/NACA/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/RPL31/RPLP0/RPS28/RPL27A/PAK1/RPS26/FYN/RPL23/RPL38/RPS20/RPS10/RPL36A/SSR2/RPL17/SEC61B/CHMP4A/SRP19/RAB8B/ATG3",86
"GO:0006401","GO:0006401","RNA catabolic process","107/926","415/18866",7.16307001231455e-48,3.09802778032604e-45,2.61766225186863e-45,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/NPM1/ISG20/RPL31/RPLP0/CIRBP/PABPC1/UBC/BTG2/RPS28/RPL27A/ZFP36L1/EIF3E/RPS26/DDX5/RPL23/SET/TRIR/RPL38/RPS20/PSMB9/GRSF1/RPS10/RPL36A/PAN3/HSPA1B/ZFP36/CNOT10/HNRNPA0/CARHSP1/RNASE6/RPL17/NBDY/LSM4/TAF15/RNASEH2B/DDX6/RNASET2/LSM2/PSME1/HNRNPD/LSM5",107
"GO:0090150","GO:0090150","establishment of protein localization to membrane","97/926","342/18866",2.15287668602899e-47,8.59494615422342e-45,7.26225447287187e-45,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RACK1/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/NACA/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/AFDN/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/BCL2L11/RFTN1/PMAIP1/RPL31/RPLP0/BCL2/RPS28/RPL27A/YWHAH/PAK1/RPS26/FYN/RPL23/RPL38/RPS20/RPS10/RPL36A/CSK/SSR2/LYPLA1/RPL17/SEC61B/CHMP4A/SRP19/RAB8B/ATG3/MAPK8/VAMP2",97
"GO:0006402","GO:0006402","mRNA catabolic process","101/926","376/18866",5.93580027971499e-47,2.2004859608372e-44,1.85928901994682e-44,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/NPM1/RPL31/RPLP0/CIRBP/PABPC1/UBC/BTG2/RPS28/RPL27A/ZFP36L1/EIF3E/RPS26/DDX5/RPL23/SET/RPL38/RPS20/PSMB9/RPS10/RPL36A/PAN3/HSPA1B/ZFP36/CNOT10/HNRNPA0/CARHSP1/RPL17/NBDY/LSM4/TAF15/DDX6/LSM2/PSME1/HNRNPD/LSM5",101
"GO:0006605","GO:0006605","protein targeting","97/926","444/18866",9.07373304566211e-37,3.13951163379909e-34,2.65271381531427e-34,"RPL18/RPS23/RPS3A/RPS14/RPL10/RPL19/RPL13/RPL41/RPS19/RPS2/RPS24/RPS27A/RPL34/RPL7A/RPS6/RPL5/RPL37/RPL32/RPL18A/RPS27/RPS18/RPL35A/RPS4X/RPL11/RPS7/RPL8/RPL24/RPL15/RPS15A/RPLP2/RPS3/RPL26/RPL6/RPL14/RPL3/RPS9/RPL30/RPL29/RPS15/RPL23A/RPS13/RPS8/RPL4/RPS16/RPSA/RPL10A/RPLP1/RPS12/RPS5/NACA/RPL13A/RPS25/RPL9/RPL36/RPS21/RPS11/UBA52/RPL21/RPL37A/RPL28/RPL35/RPL27/RPL39/RPL12/RPL7/RPS29/RPL22/RPL31/RPLP0/SLC25A6/UBC/RPS28/RPL27A/PAK1/RPS26/FYN/RPL23/TOMM34/RPL38/RPS20/LRRK2/TOMM7/RPS10/GNPTAB/RPL36A/AIP/PAN3/PMPCB/SSR2/RPL17/TOMM20/SPCS1/SEC61B/CHMP4A/SRP19/RAB8B/ATG3",97
"GO:0002181","GO:0002181","cytoplasmic translation","45/926","103/18866",1.01831328688936e-31,3.30315372434735e-29,2.79098233761912e-29,"RPL18/RPS23/RPL19/RPL41/RPL32/RPL18A/RPL35A/RPL11/RPL8/RPL24/RPL15/RPL26/RPL6/RPL30/RPL29/RPSA/RPL10A/RPLP1/RPL13A/RPL9/RPL36/RPS21/RPL39/RPS29/RPL22/EEF2/RPL31/RPLP0/EIF3L/RPS28/EIF3E/RPS26/EIF3G/EIF3D/RPL38/EIF3F/EIF3H/RPL36A/EIF3M/EIF2S2/EIF4B/RPL17/EIF4A2/TMA7/EIF2S3",45
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","69/926","482/18866",9.04537177421853e-16,2.76149879459966e-13,2.33331385829068e-13,"RPS14/RPL10/RPS19/RPS2/RPS24/RPL7A/RPS6/RPL5/RPS27/RPL35A/RPL11/RPS7/RPL24/RPL26/RPL6/RPL14/RPL3/RPS9/RPS15/RPL23A/RPS8/RPS16/RPSA/RPL10A/RPS5/RPL13A/RPS21/RPL35/RPL27/RPL12/RPL7/NPM1/ISG20/NOP53/RPLP0/EIF3L/RPS28/EIF3E/EIF3G/RSL24D1/EIF3D/PSIP1/CELF2/RPL38/EIF3F/EIF3H/DDX17/CLNS1A/RPS10/BUD23/FBL/EIF3M/PRMT7/EIF2S2/SF1/DDX39B/NSA2/EIF4B/LUC7L3/SRSF9/RBMX/SRSF5/UTP6/LSM4/PTEN/LSM2/SNRPF/EIF2S3/GTF3A",69
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","45/926","240/18866",6.03918743003792e-15,1.7412990423276e-12,1.47130145225368e-12,"RPS14/RPL10/RPS19/RPL5/RPS27/RPL11/RPL24/RPL6/RPL3/RPS15/RPL23A/RPSA/RPS5/RPL13A/RPL12/NOP53/RPLP0/EIF3L/RPS28/EIF3E/EIF3G/RSL24D1/EIF3D/PSIP1/CELF2/RPL38/EIF3F/EIF3H/CLNS1A/RPS10/EIF3M/PRMT7/EIF2S2/SF1/ZFAND1/DDX39B/EIF4B/LUC7L3/SRSF9/RBMX/SRSF5/LSM4/LSM2/SNRPF/EIF2S3",45
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","44/926","233/18866",9.28148887890026e-15,2.53531196218381e-12,2.14219848584479e-12,"RPS14/RPL10/RPS19/RPL5/RPS27/RPL11/RPL24/RPL6/RPL3/RPS15/RPL23A/RPSA/RPS5/RPL13A/RPL12/NOP53/RPLP0/EIF3L/RPS28/EIF3E/EIF3G/RSL24D1/EIF3D/PSIP1/CELF2/RPL38/EIF3F/EIF3H/CLNS1A/RPS10/EIF3M/PRMT7/EIF2S2/SF1/DDX39B/EIF4B/LUC7L3/SRSF9/RBMX/SRSF5/LSM4/LSM2/SNRPF/EIF2S3",44
"GO:0042255","GO:0042255","ribosome assembly","21/926","67/18866",3.90801333728298e-12,9.82161588741933e-10,8.29872260155946e-10,"RPS14/RPL10/RPS19/RPL5/RPS27/RPL11/RPL24/RPL6/RPL3/RPS15/RPL23A/RPSA/RPS5/RPL12/NPM1/NOP53/RPLP0/RPS28/RSL24D1/RPL38/RPS10",21
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","22/926","74/18866",3.97406423190378e-12,9.82161588741933e-10,8.29872260155946e-10,"RPL10/RPL7A/RPL5/RPL35A/RPL11/RPL24/RPL26/RPL6/RPL14/RPL3/RPL23A/RPL10A/RPL35/RPL12/RPL7/NPM1/NOP53/RPLP0/RSL24D1/RPL38/NSA2/GTF3A",22
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","31/926","159/18866",3.61325295083249e-11,8.52399218855483e-09,7.20230229338189e-09,"CD74/CD80/ZBTB46/GAS6/GPR68/ADAM8/HLA-DRB1/AXL/RUNX3/ZFP36L1/TNF/GNAS/MALT1/NFKBID/HLX/INPP5D/CYLD/IL18/SOCS1/BCL6/VSIR/CD86/HCLS1/TRIB1/RB1/PTPRC/IL1B/IL15/CD83/ID2/IL7R",31
"GO:0042254","GO:0042254","ribosome biogenesis","45/926","310/18866",6.3908779893355e-11,1.44211551150658e-08,1.21850790405363e-08,"RPS14/RPL10/RPS19/RPS2/RPS24/RPL7A/RPS6/RPL5/RPS27/RPL35A/RPL11/RPS7/RPL24/RPL26/RPL6/RPL14/RPL3/RPS9/RPS15/RPL23A/RPS8/RPS16/RPSA/RPL10A/RPS5/RPS21/RPL35/RPL27/RPL12/RPL7/NPM1/ISG20/NOP53/RPLP0/RPS28/RSL24D1/RPL38/DDX17/RPS10/BUD23/FBL/NSA2/UTP6/PTEN/GTF3A",45
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","43/926","290/18866",8.53521844088035e-11,1.84574098784038e-08,1.55954912389068e-08,"CD74/IRF4/CD80/FGL2/ZBTB46/GAS6/GPR68/NFATC2/ADAM8/HLA-DRB1/AXL/RASSF2/RUNX3/ZFP36L1/TNF/GNAS/MALT1/NFKBID/HLX/INPP5D/CDK6/CYLD/FOXP1/FCGR2B/IL18/SOCS1/BCL6/VSIR/HLA-DOA/CD86/PTPN2/HCLS1/IRF7/TRIB1/RB1/PTPRC/IL1B/IL15/CD83/ID2/IL7R/TMEM176A/GPR137B",43
"GO:0030098","GO:0030098","lymphocyte differentiation","49/926","368/18866",2.01463845751788e-10,4.18238943780712e-08,3.53388792169241e-08,"CCR6/CCR7/FLT3/FUT7/ITGA4/CD74/IRF4/CD80/FGL2/GAS6/GPR183/NFATC2/HDAC9/BCL2/ADAM8/RELB/AXL/RUNX3/ZFP36L1/DOCK10/MALT1/NFKBID/SEMA4A/HLX/INPP5D/CDK6/CYLD/FOXP1/FCGR2B/IL18/LMBR1L/SOCS1/BCL6/PLCG2/VSIR/HLA-DOA/CD86/PTPN2/KLF6/BCL3/PTPRC/POU2F2/IL1B/IKZF1/HHEX/IL15/CD83/ID2/IL7R",49
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","34/926","204/18866",3.55280000989263e-10,7.0919354043626e-08,5.99229345798085e-08,"CD74/CD80/ZBTB46/GAS6/GPR68/ADAM8/HLA-DRB1/AXL/RUNX3/ZFP36L1/TNF/GNAS/MALT1/NFKBID/HLX/INPP5D/CYLD/PRMT1/IL18/SOCS1/BCL6/VSIR/CD86/HCLS1/TRIB1/RB1/PTPRC/HSPA1B/IL1B/N4BP2L2/IL15/CD83/ID2/IL7R",34
"GO:0042110","GO:0042110","T cell activation","57/926","483/18866",7.55295036029861e-10,1.45184490259073e-07,1.22672870179353e-07,"CCR6/CD1C/CCR7/IDO1/HLA-DPB1/FUT7/HLA-DPA1/CD74/IRF4/RPS3/CD80/CORO1A/FGL2/GPR183/GSN/NFATC2/JAML/CLECL1/BCL2/ADAM8/RELB/HLA-DRB1/RUNX3/ZFP36L1/HLA-DMB/PAK1/MALT1/NFKBID/FYN/PIK3CG/EIF2AK4/SEMA4A/HLX/CDK6/CYLD/FOXP1/FCGR2B/IL18/LMBR1L/SOCS1/CLEC4A/BCL6/RAB29/VSIR/HLA-DOA/CD86/PTPN2/BCL3/CSK/RIPOR2/PTPRC/IL1B/TNFAIP8L2/IL15/CD83/CCND3/IL7R",57
"GO:0001819","GO:0001819","positive regulation of cytokine production","54/926","447/18866",9.16463641019362e-10,1.69873082031803e-07,1.43533365732581e-07,"LTB/CLEC9A/CCR7/IDO1/HLA-DPB1/HLA-DPA1/CD74/IRF4/RPS3/MCOLN2/CD80/SERPINF2/BIRC3/NOP53/NR4A3/ADAM8/ATF4/NFKB2/IL1R1/SULF2/CADM1/TNF/NFKB1/CD226/MALT1/IL16/SLC7A5/RNF125/PQBP1/IL18/GPSM3/CD40/PLCG2/PDE4B/IRF8/GAPDH/CD86/SEC14L1/IRF7/BCL3/CARD9/PTPRC/PHB2/HSPA1B/POU2F2/IL1B/CLEC5A/ZNF580/PARK7/IL15/CD83/FLOT1/MBP/IFI16",54
"GO:1903706","GO:1903706","regulation of hemopoiesis","57/926","498/18866",2.37274664761938e-09,4.24639831073952e-07,3.58797188166329e-07,"GPR171/CD74/IRF4/CD80/FGL2/MEF2C/ZBTB46/GAS6/GPR68/NFATC2/NR4A3/ADAM8/HLA-DRB1/AXL/RASSF2/RUNX3/ZFP36L1/TNF/GNAS/MALT1/NFKBID/HLX/INPP5D/CDK6/CYLD/FOXP1/PRMT1/FCGR2B/IL18/SOCS1/PSMB9/BCL6/VSIR/HLA-DOA/CD86/PTPN2/HCLS1/IRF7/TRIB1/PRKCB/RB1/PTPRC/HSPA1B/KMT2E/ZFP36/IL1B/N4BP2L2/KMT2A/LMO2/IL15/CD83/ID2/IL7R/TMEM176A/PSME1/GPR137B/NFKBIA",57
"GO:0019882","GO:0019882","antigen processing and presentation","35/926","232/18866",3.06396325429871e-09,5.30065642993677e-07,4.47876172540647e-07,"CD1A/CD207/CD1C/CD1E/CCR7/HLA-DOB/HLA-DPB1/HLA-DPA1/CD74/HLA-DQA1/CD1B/HLA-DQB1/RAB33A/FGL2/HLA-DRA/RFTN1/HLA-DQB2/RELB/HLA-DRB1/RAB32/HLA-DQA2/HLA-DMB/AP1S2/KIF2A/TAP1/HLA-DMA/FCGR2B/PSMB9/CLEC4A/HLA-DRB5/HLA-DOA/TAP2/CTSH/PSME1/RAB8B",35
"GO:0048872","GO:0048872","homeostasis of number of cells","37/926","256/18866",3.63223574937751e-09,6.08106565782879e-07,5.13816439113979e-07,"CCR7/FLT3/RPS14/RPS19/CD74/RPS24/CORO1A/MEF2C/GPR183/BCL2L11/PMAIP1/BCL2/AXL/RASSF2/GAPT/ZFP36L1/DOCK10/SLC7A11/INPP5D/CDK6/CYLD/PRMT1/BCL6/PDE4B/PTPN2/HCLS1/RB1/HSPA1B/KMT2E/ZFP36/TMEM14C/IKZF1/ID2/IL7R/SKIL/TSC22D3/ARID4A",37
"GO:0000027","GO:0000027","ribosomal large subunit assembly","12/926","30/18866",6.94150323523845e-09,1.12582505596524e-06,9.51259949934323e-07,"RPL10/RPL5/RPL11/RPL24/RPL6/RPL3/RPL23A/RPL12/NOP53/RPLP0/RSL24D1/RPL38",12
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","38/926","279/18866",1.18470933408946e-08,1.83298113035672e-06,1.54876774953171e-06,"ADAM19/CCR7/HLA-DPB1/FUT7/HLA-DPA1/ITGA4/CD74/RPS3/CD80/CORO1A/AFDN/SERPINF2/CLECL1/NR4A3/ADAM8/RUNX3/TNF/HLA-DMB/PAK1/MALT1/NFKBID/FYN/HLX/CYLD/IL18/SOCS1/BCL6/NFAT5/JAK1/VSIR/CD86/CSK/PTPRC/IL1B/IL15/CD83/FLOT1/IL7R",38
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","54/926","481/18866",1.23611444243709e-08,1.83298113035672e-06,1.54876774953171e-06,"CCR7/HLA-DPB1/HLA-DPA1/IGKC/HLA-DQA1/RPS3/ICAM3/CLEC10A/HLA-DQB1/MEF2C/HLA-DRA/NFATC2/ACTG1/RFTN1/HLA-DQB2/BCL2/NR4A3/RELB/HLA-DRB1/HLA-DQA2/DENND1B/NFKB1/CD226/PAK1/CYFIP2/MALT1/SLC39A10/NFKBID/FYN/INPP5D/CYLD/FOXP1/FCGR2B/ACTR3/PSMB9/CLEC4A/HLA-DRB5/PLCG2/PDE4B/RAB29/ELMO1/PTPN2/CSK/PRKCB/CARD9/PTPRC/WIPF1/BAIAP2/ACTB/ELF2/BRK1/RBCK1/PSME1/PLSCR1",54
